Site,Date,#,Location,Substrate,Pass,Species,Age,SV,TL,Notes
WRH1U2,6/19/12,158,11,W,3,EBIS,L,8,16,
WRH1U2,6/19/12,159,12,W,3,DFUS,J,15,27,
WRH1U2,6/19/12,160,12,W,3,EBIS,L,17,30,
WRH1U2,6/19/12,161,12,W,3,EBIS,L,10,17,
WRH1U2,6/19/12,162,12,W,3,EBIS,L,11,19,
WRH1U2,6/19/12,163,12,W,3,EBIS,L,21,43,
WRH1U2,6/19/12,164,15,W,2,GPOR,L,30,51,
WRH1U2,6/19/12,165,18,W,1,EBIS,L,14,33,
WRH1U2,6/19/12,166,11,W,3,EBIS,L,10,17,
WRH1U2,6/19/12,167,11,W,3,EBIS,L,8,17,
WRH1U2,6/19/12,168,16,W,1,GPOR,L,33,66,
WRH1U2,6/19/12,169,11,W,3,EBIS,L,17,31,
WRH1U2,6/19/12,170,17,W,1,EBIS,L,23,44,
WRH1U2,6/19/12,171,15,W,3,EBIS,L,19,41,
WRH1U2,6/19/12,172,15,W,3,EBIS,L,20,46,possible measurement error on SVL
WRH1U2,6/19/12,173,15,W,3,EBIS,L,14,29,
WRH1U2,6/19/12,174,3,W,3,EBIS,L,18,29,
WRH1U2,6/19/12,175,14,W,3,DFUS,J,15,35,
WRH1U2,6/19/12,176,15,W,3,EBIS,L,20,39,
WRH1U2,6/19/12,177,15,W,3,EBIS,L,16,29,
WRH1U2,6/19/12,178,3,W,3,GPOR,L,45,97,
WRH1U2,6/19/12,179,2,W,3,GPOR,L,47,95,
WRH1U2,6/19/12,180,15,W,3,EBIS,L,18,38,
WRH1U2,6/19/12,181,16,W,3,DFUS,J,20,39,
WRH1U2,6/19/12,182,2,W,3,GPOR,L,55,108,
WRH1U2,6/19/12,183,17,W,3,EBIS,L,12,24,
WRH1U2,6/19/12,184,16,W,3,EBIS,L,17,33,
WRH1U2,6/19/12,185,3,W,3,GPOR,L,34,67,
WRH1U2,6/19/12,186,0,W,3,EBIS,L,16,30,
WRH1U2,6/19/12,187,16,W,3,DFUS,J,19,38,
WRH1U2,6/19/12,188,16,W,3,GPOR,L,33,59,
WRH1U2,6/19/12,189,15,W,3,EBIS,L,12,29,possible measurement error on SVL
WRH1U2,6/19/12,190,1,W,3,EBIS,L,14,27,
WRH1U2,6/19/12,191,2,W,3,EBIS,L,18,35,
WRH1U2,6/19/12,192,2,W,2,EBIS,L,18,33,
WRH1U2,6/19/12,193,2,W,2,EBIS,L,21,31,missing tail tip
WRH1U2,6/19/12,194,1,W,3,DFUS,J,14,23,
WRH1U2,6/19/12,195,1,W,3,EBIS,L,16,30,
WRH1U2,6/19/12,196,1,W,3,EBIS,L,11,18,
RGH1U1,6/20/12,1,2,W,1,GPOR,L,37,72,
RGH1U1,6/20/12,2,3,W,1,DFUS,J,16,32,
RGH1U1,6/20/12,3,5,W,1,DFUS,J,17,35,
RGH1U1,6/20/12,4,4,W,1,DFUS,J,14,26,
RGH1U1,6/20/12,5,5,W,1,DMON,A,58,114,
RGH1U1,6/20/12,6,5,W,1,EBIS,L,18,32,
RGH1U1,6/20/12,7,6,W,1,DFUS,J,16,34,
RGH1U1,6/20/12,8,6,W,1,DFUS,J,17,33,
RGH1U1,6/20/12,9,5,W,1,GPOR,L,53,92,
RGH1U1,6/20/12,10,6,W,1,EBIS,L,16,31,
RGH1U1,6/20/12,11,9,W,1,DMON,J,18,36,
RGH1U1,6/20/12,12,10,W,1,DFUS,J,15,18,tail nearly gone
RGH1U1,6/20/12,13,10,W,1,EBIS,L,18,36,
RGH1U1,6/20/12,14,10,W,1,GPOR,L,43,78,
RGH1U1,6/20/12,15,10,W,1,EBIS,L,24,48,
RGH1U1,6/20/12,16,9,W,1,DFUS,J,21,42,
RGH1U1,6/20/12,17,9,W,1,DFUS,J,17,34,
RGH1U1,6/20/12,18,9,W,1,EBIS,L,16,30,
RGH1U1,6/20/12,19,11,W,2,DMON,A,36,70,
RGH1U1,6/20/12,20,12,W,1,EBIS,L,21,36,
RGH1U1,6/20/12,21,12,W,1,DFUS,J,20,38,
RGH1U1,6/20/12,22,12,W,1,DFUS,J,19,25,"missing left hindlimb, most of tail"
RGH1U1,6/20/12,23,9,W,2,EBIS,L,9,18,
RGH1U1,6/20/12,24,10,W,2,EBIS,L,23,43,
RGH1U1,6/20/12,25,12,W,2,DMON,J,32,64,adult instead of juvenile?
RGH1U1,6/20/12,26,10,W,1,EBIS,J,22,43,
RGH1U1,6/20/12,27,10,W,1,EBIS,L,17,34,
RGH1U1,6/20/12,28,10,W,1,EBIS,L,9,17,
RGH1U1,6/20/12,29,9,W,1,EBIS,L,16,30,
RGH1U1,6/20/12,30,12,W,1,EBIS,L,9,16,
RGH1U1,6/20/12,31,12,W,1,GPOR,L,44,67,
RGH1U1,6/20/12,33,4,W,2,DFUS,J,20,37,
RGH1U1,6/20/12,34,4,W,2,DFUS,J,20,36,
RGH1U1,6/20/12,35,4,W,2,DFUS,J,19,37,
RGH1U1,6/20/12,36,3,W,2,DFUS,A,39,80,
RGH1U1,6/20/12,37,3,W,2,EBIS,L,17,33,
RGH1U1,6/20/12,38,4,W,2,EBIS,L,16,32,
RGH1U1,6/20/12,39,4,W,2,EBIS,L,20,40,
RGH1U1,6/20/12,40,5,W,2,DFUS,J,18,36,
RGH1U1,6/20/12,41,6,W,2,DFUS,J,13,26,
RGH1U1,6/20/12,42,5,W,2,DFUS,J,15,28,
RGH1U1,6/20/12,43,6,W,2,GPOR,L,42,79,
RGH1U1,6/20/12,44,16,W,2,EBIS,L,16,31,
RGH1U1,6/20/12,45,14,W,1,DFUS,J,18,34,
RGH1U1,6/20/12,46,14,W,1,DFUS,J,32,70,
RGH1U1,6/20/12,47,14,W,1,DFUS,J,28,51,tail tip gone
RGH1U1,6/20/12,48,15,W,2,DFUS,J,18,35,
RGH1U1,6/20/12,49,16,W,2,DMON,A,55,110,
RGH1U1,6/20/12,50,15,W,2,EBIS,L,18,35,
RGH1U1,6/20/12,51,14,W,1,DFUS,J,18,36,
RGH1U1,6/20/12,52,14,W,1,DFUS,J,29,60,
RGH1U1,6/20/12,53,14,W,1,DMON,A,55,118,
RGH1U1,6/20/12,54,13,W,1,DFUS,J,19,37,
RGH1U1,6/20/12,55,14,W,1,DFUS,J,18,34,
RGH1U1,6/20/12,56,13,W,1,DMON,J,33,65,
RGH1U1,6/20/12,57,12,W,2,EBIS,L,22,44,
RGH1U1,6/20/12,58,21,W,1,DFUS,J,17,31,
RGH1U1,6/20/12,59,19,W,2,DFUS,J,24,48,
RGH1U1,6/20/12,60,21,W,2,DFUS,J,17,33,
RGH1U1,6/20/12,61,19,W,2,GPOR,L,60,96,
RGH1U1,6/20/12,62,21,W,2,EBIS,L,17,32,
RGH1U1,6/20/12,63,18,W,1,DFUS,J,16,30,
RGH1U1,6/20/12,64,19,W,1,DFUS,J,32,66,
RGH1U1,6/20/12,65,18,W,1,EBIS,L,21,43,
RGH1U1,6/20/12,66,22,W,3,DFUS,J,15,33,
RGH1U1,6/20/12,67,20,W,1,EBIS,L,18,36,
RGH1U1,6/20/12,68,21,W,2,EBIS,L,19,38,
RGH1U1,6/20/12,69,21,W,2,DFUS,J,18,35,
RGH1U1,6/20/12,70,21,W,2,DFUS,J,17,35,
RGH1U1,6/20/12,71,21,W,1,DFUS,J,16,32,
RGH1U1,6/20/12,72,21,W,2,DFUS,J,20,40,
RGH1U1,6/20/12,73,21,W,1,DFUS,J,15,30,
RGH1U1,6/20/12,74,21,W,2,DFUS,J,18,35,
RGH1U1,6/20/12,75,20,W,3,EBIS,L,17,34,
RGH1U1,6/20/12,76,18,W,1,DFUS,J,20,38,
RGH1U1,6/20/12,77,19,W,2,DFUS,J,18,22,missing tail
RGH1U1,6/20/12,78,19,W,2,DFUS,J,18,33,
RGH1U1,6/20/12,79,20,W,1,DFUS,J,17,34,
RGH1U1,6/20/12,80,21,W,2,DFUS,J,18,36,
RGH1U1,6/20/12,81,21,W,1,DFUS,J,17,28,
RGH1U1,6/20/12,82,31,W,1,EBIS,L,19,37,
RGH1U1,6/20/12,83,31,W,2,DFUS,J,17,34,
RGH1U1,6/20/12,84,31,W,1,EBIS,L,18,35,
RGH1U1,6/20/12,85,32,W,2,DFUS,J,20,38,
RGH1U1,6/20/12,86,32,W,2,DFUS,J,18,36,
RGH1U1,6/20/12,87,31,W,2,EBIS,L,18,36,
RGH1U1,6/20/12,88,30,W,1,EBIS,L,19,36,
RGH1U1,6/20/12,89,31,W,2,EBIS,L,16,28,
RGH1U1,6/20/12,90,30,W,1,DFUS,J,18,32,
RGH1U1,6/20/12,91,29,W,1,DFUS,J,20,40,
RGH1U1,6/20/12,92,30,B,1,DFUS,J,16,32,
RGH1U1,6/20/12,93,29,W,1,EBIS,L,22,43,
RGH1U1,6/20/12,94,30,W,4,EBIS,L,10,18,
RGH1U1,6/20/12,95,29,W,2,EBIS,L,20,38,
RGH1U1,6/20/12,96,29,W,2,EBIS,L,16,28,
RGH1U1,6/20/12,97,30,W,1,EBIS,L,21,40,
RGH1U1,6/20/12,98,29,W,4,EBIS,L,20,40,
RGH1U1,6/20/12,99,,,,EBIS,L,10,16,"bag unmarked, no pass/loc data"
RGH1U1,6/20/12,100,30,W,1,EBIS,L,19,36,
RGH1U1,6/20/12,101,29,W,1,DMON,A,44,57,
RGH1U1,6/20/12,102,30,W,1,EBIS,L,19,38,
RGH1U1,6/20/12,103,30,W,1,EBIS,L,20,38,
RGH1U1,6/20/12,104,29,W,1,DFUS,J,16,30,
RGH1U1,6/20/12,105,30,W,2,EBIS,L,20,38,
RGH1U1,6/20/12,106,28,W,2,DMON,A,43,84,
RGH1U1,6/20/12,107,30,W,1,EBIS,L,17,34,
RGH1U1,6/20/12,108,28,W,2,EBIS,L,16,32,
RGH1U1,6/20/12,109,29,W,1,EBIS,L,21,39,
RGH1U1,6/20/12,110,29,W,1,DMON,J,19,38,
RGH1U1,6/20/12,111,30,W,2,EBIS,L,36,75,
RGH1U1,6/20/12,112,29,W,1,DFUS,J,17,34,
RGH1U1,6/20/12,113,31,W,1,EBIS,L,19,38,
RGH1U1,6/20/12,114,29,W,3,EBIS,L,16,30,
RGH1U1,6/20/12,115,29,W,3,DFUS,J,19,37,
RGH1U1,6/20/12,116,29,W,3,DFUS,J,15,27,
RGH1U1,6/20/12,117,30,W,3,EBIS,L,16,29,
RGH1U1,6/20/12,118,29,W,3,EBIS,L,11,19,
RGH1U1,6/20/12,119,30,W,1,EBIS,L,18,36,
RGH1U1,6/20/12,120,30,W,1,EBIS,L,21,42,
RGH1U1,6/20/12,121,30,B,1,DFUS,J,15,30,
RGH1U1,6/20/12,122,35,W,4,DFUS,J,27,61,
RGH1U1,6/20/12,123,35,W,4,DFUS,J,15,31,
RGH1U1,6/20/12,124,33,W,4,DFUS,J,17,35,
RGH1U1,6/20/12,125,31,W,3,DMON,A,29,69,
RGH1U1,6/20/12,126,32,W,4,DFUS,J,16,36,
RGH1U1,6/20/12,127,31,W,3,DFUS,J,13,30,
RGH1U1,6/20/12,128,33,W,4,DFUS,J,14,35,
RGH1U1,6/20/12,129,34,W,4,EBIS,L,16,36,
RGH1U1,6/20/12,130,39,W,3,GPOR,L,48,69,
RGH1U1,6/20/12,131,39,W,3,EBIS,L,19,37,
RGH1U1,6/20/12,132,40,W,3,EBIS,L,17,32,
RGH1U1,6/20/12,133,40,W,3,EBIS,L,10,18,
RGH1U1,6/20/12,134,39,W,3,DFUS,J,16,35,
RGH1U1,6/20/12,135,42,W,3,EBIS,L,11,16,
RGH1U1,6/20/12,136,41,W,3,EBIS,L,17,30,
RGH1U1,6/20/12,137,39,W,2,DMON,A,32,70,
RGH1U1,6/20/12,138,41,W,2,EBIS,L,16,32,
RGH1U1,6/20/12,139,38,W,1,EBIS,L,17,33,
RGH1U1,6/20/12,140,39,W,3,DFUS,J,17,32,
RGH1U1,6/20/12,141,39,W,3,EBIS,L,14,29,
RGH1U1,6/20/12,142,39,W,3,EBIS,L,29,48,
RGH1U1,6/20/12,143,39,W,3,DFUS,J,28,45,
RGH1U1,6/20/12,144,39,W,3,DFUS,J,21,44,
RGH1U1,6/20/12,145,39,W,3,DFUS,J,21,40,
RGH1U1,6/20/12,146,40,W,4,DFUS,J,15,34,
RGH1U1,6/20/12,147,38,W,3,EBIS,L,18,31,
RGH1U1,6/20/12,148,40,W,4,EBIS,L,15,34,
RGH1U1,6/20/12,149,40,W,4,GPOR,L,46,90,
RGH1U1,6/20/12,150,41,W,4,EBIS,L,15,30,
RGH1U1,6/20/12,151,40,W,4,EBIS,L,4,16,measurement error on SVL
RGH1U1,6/20/12,152,40,W,4,EBIS,L,9,19,
RGH1U1,6/20/12,153,40,W,4,GPOR,L,32,77,
RGH1U1,6/20/12,154,40,W,4,EBIS,L,14,25,
RGH1U1,6/20/12,155,41,W,4,EBIS,L,20,42,
RGH1U1,6/20/12,156,41,W,4,EBIS,L,20,40,
RGH1U1,6/20/12,157,38,W,4,DMON,A,28,67,
RGH1U1,6/20/12,158,43,W,4,DFUS,J,15,32,
RGH1U1,6/20/12,159,38,W,4,DMON,A,25,71,measurement error on SVL
RGH1U1,6/20/12,160,42,W,4,EBIS,L,14,23,
RGH1U1,6/20/12,161,42,W,4,DMON,A,30,71,
RGH1U1,6/20/12,162,38,W,4,EBIS,L,13,27,
RGH1U1,6/20/12,163,42,W,4,EBIS,L,15,30,
RGH1U1,6/20/12,164,44,W,4,EBIS,L,18,41,
RGH1U1,6/20/12,165,38,W,4,EBIS,L,19,38,
RGH1U1,6/20/12,166,38,W,4,DFUS,J,13,31,
RGH1U1,6/20/12,167,36,W,1,DFUS,J,13,31,
RGH1U1,6/20/12,168,37,W,1,DFUS,J,14,24,
RGH1U1,6/20/12,169,38,W,2,EBIS,L,22,42,
RGH1U1,6/20/12,170,36,W,2,DFUS,J,14,26,
RGH1U1,6/20/12,171,32,W,1,EBIS,L,9,18,
RGH1U1,6/20/12,172,38,W,1,DMON,J,17,35,
RGH1U1,6/20/12,173,37,W,1,DFUS,J,12,22,tail tip missing
RGH1U1,6/20/12,174,38,W,3,DMON,J,28,61,
RGH1U1,6/20/12,175,38,W,1,EBIS,L,9,19,
RGH1U1,6/20/12,176,40,W,2,EBIS,L,22,39,
RGH1U1,6/20/12,177,39,W,4,EBIS,L,16,34,
RGH1U1,6/20/12,178,41,W,2,EBIS,L,20,38,
RGH1U1,6/20/12,179,40,W,2,DFUS,A,52,86,tail tip missing
RGH1U1,6/20/12,180,41,W,2,EBIS,L,19,35,
RGH1U1,6/20/12,181,41,W,2,EBIS,L,10,19,
RGH1U1,6/20/12,182,39,W,3,DMON,J,23,41,
RGH1U1,6/20/12,183,39,W,3,EBIS,L,16,31,
RGH1U1,6/20/12,184,39,W,3,EBIS,L,17,34,
RGH1U1,6/20/12,185,39,W,4,GPOR,L,20,39,
RGH1U1,6/20/12,186,39,B,2,DFUS,J,32,64,
RGH1U1,6/20/12,187,39,W,2,GPOR,L,62,105,
RGH1U1,6/20/12,188,37,W,1,EBIS,L,10,18,
RGH1U1,6/20/12,189,37,W,1,DMON,A,32,79,
RGH1U1,6/20/12,190,37,W,1,EBIS,L,8,17,
RGH1U1,6/20/12,191,37,W,1,EBIS,L,7,11,
RGH1U1,6/20/12,192,37,W,1,EBIS,L,17,36,
RGH1U1,6/20/12,193,37,W,1,DFUS,J,19,35,
RGH1U1,6/20/12,194,38,W,2,EBIS,L,20,41,
RGH1U1,6/20/12,195,38,W,1,EBIS,L,20,43,
RGH1U1,6/20/12,196,38,W,1,DFUS,A,68,128,
RGH1U1,6/20/12,197,38,W,2,DFUS,A,37,79,
RGH1U1,6/20/12,198,38,W,1,EBIS,L,18,36,
RGH1U1,6/20/12,199,36,W,2,DFUS,J,14,33,
RGH1U1,6/20/12,200,38,W,3,EBIS,L,17,30,
RGH1U1,6/20/12,201,38,W,2,EBIS,L,17,34,
RGH1U1,6/20/12,202,38,W,1,EBIS,L,20,37,
RGH1U1,6/20/12,203,38,W,1,EBIS,L,8,12,
RGH1U1,6/20/12,204,38,W,4,DFUS,A,32,61,
RGH1U1,6/20/12,205,38,W,1,EBIS,L,27,49,
MRC2T1,6/21/12,1,11,W,2,GPOR,L,43,85,
MRC2T1,6/21/12,2,8,W,3,GPOR,L,57,105,
MRC2T1,6/21/12,3,12,W,3,GPOR,L,46,90,
MRC2T1,6/21/12,4,8,W,1,GPOR,L,44,83,
MRC2T1,6/21/12,5,0,W,3,GPOR,L,45,89,
MRC2T1,6/21/12,6,1,W,1,DFUS,J,16,37,
MRC2T1,6/21/12,7,11,W,2,DFUS,J,16,37,
MRC2T1,6/21/12,8,4,W,1,DFUS,J,21,53,
MRC2T1,6/21/12,9,7,W,2,GPOR,L,44,85,
FireRoadSite,6/22/12,1,12,W,1,DMON,J,24,48,
FireRoadSite,6/22/12,2,12,W,1,DFUS,J,14,23,
FireRoadSite,6/22/12,3,12,W,1,DFUS,J,17,32,
FireRoadSite,6/22/12,4,12,W,1,DMON,A,58,86,
FireRoadSite,6/22/12,5,15,W,1,DMON,A,52,100,
FireRoadSite,6/22/12,6,14,W,1,EBIS,L,22,44,
FireRoadSite,6/22/12,7,14,W,1,EBIS,L,16,32,
FireRoadSite,6/22/12,8,13,W,1,DFUS,J,15,29,
FireRoadSite,6/22/12,9,14,W,1,EBIS,L,22,44,
FireRoadSite,6/22/12,10,13,B,1,DFUS,J,16,29,
FireRoadSite,6/22/12,11,13,B,1,DFUS,J,14,24,
FireRoadSite,6/22/12,12,13,W,1,EBIS,L,24,52,
FireRoadSite,6/22/12,13,10,W,2,EBIS,L,24,48,
FireRoadSite,6/22/12,14,10,W,2,EBIS,L,14,26,
FireRoadSite,6/22/12,15,10,W,2,EBIS,L,14,24,
FireRoadSite,6/22/12,16,10,W,2,GPOR,L,38,50,
FireRoadSite,6/22/12,17,10,W,2,EBIS,L,20,36,
FireRoadSite,6/22/12,18,7,W,1,DFUS,J,16,24,
FireRoadSite,6/22/12,19,7,W,1,DFUS,A,40,72,
FireRoadSite,6/22/12,20,8,B,1,DMON,J,28,57,
FireRoadSite,6/22/12,21,7,W,2,EBIS,L,18,33,
FireRoadSite,6/22/12,22,10,W,2,EBIS,L,18,35,
FireRoadSite,6/22/12,23,10,W,1,EBIS,L,24,44,
FireRoadSite,6/22/12,24,10,W,1,DFUS,J,17,34,
FireRoadSite,6/22/12,25,10,W,1,EBIS,L,21,42,
FireRoadSite,6/22/12,26,9,W,2,DFUS,J,15,30,
FireRoadSite,6/22/12,27,8,B,1,DFUS,J,16,31,
FireRoadSite,6/22/12,28,10,W,1,EBIS,L,24,49,
FireRoadSite,6/22/12,29,12,W,2,DFUS,J,16,26,
FireRoadSite,6/22/12,30,6,B,2,PCIN,J,23,41,adult instead of juvenile?
FireRoadSite,6/22/12,31,5,B,2,EBIS,A,37,79,
FireRoadSite,6/22/12,32,5,B,2,DMON,J,30,52,
FireRoadSite,6/22/12,33,6,W,1,DMON,A,53,102,
FireRoadSite,6/22/12,34,1,B,1,DMON,A,46,90,
FireRoadSite,6/22/12,35,5,W,2,DFUS,J,17,34,
FireRoadSite,6/22/12,36,5,W,2,EBIS,L,17,34,
FireRoadSite,6/22/12,37,3,W,1,EBIS,L,26,49,
FireRoadSite,6/22/12,38,4,W,1,EBIS,L,15,28,
FireRoadSite,6/22/12,39,3,W,2,EBIS,L,13,25,
FireRoadSite,6/22/12,40,3,W,1,EBIS,L,20,37,
FireRoadSite,6/22/12,41,3,W,1,EBIS,L,16,29,
FireRoadSite,6/22/12,42,3,W,1,EBIS,L,23,32,
FireRoadSite,6/22/12,43,2,W,3,EBIS,L,20,39,
FireRoadSite,6/22/12,44,3,W,1,EBIS,L,16,32,
FireRoadSite,6/22/12,45,1,B,3,DFUS,J,17,34,
FireRoadSite,6/22/12,46,9,W,3,DFUS,J,16,32,
FireRoadSite,6/22/12,47,10,W,3,EBIS,L,20,41,
FireRoadSite,6/22/12,48,10,W,3,EBIS,L,18,28,
FireRoadSite,6/22/12,49,17,W,3,GPOR,L,36,66,
FireRoadSite,6/22/12,50,17,W,2,DFUS,J,25,58,
FireRoadSite,6/22/12,51,17,W,3,DFUS,J,17,27,
FireRoadSite,6/22/12,52,17,W,3,DFUS,J,18,28,
FireRoadSite,6/22/12,53,17,W,1,DFUS,J,16,29,
FireRoadSite,6/22/12,54,17,W,1,EBIS,L,22,43,
FireRoadSite,6/22/12,55,17,W,3,EBIS,J,27,50,
FireRoadSite,6/22/12,56,17,W,3,EBIS,L,21,36,
FireRoadSite,6/22/12,57,17,W,3,DMON,A,58,122,
FireRoadSite,6/22/12,58,16,W,2,DMON,A,55,112,
FireRoadSite,6/22/12,59,17,W,2,EBIS,L,18,34,
FireRoadSite,6/22/12,60,16,B,2,DFUS,A,43,85,
FireRoadSite,6/22/12,61,17,W,2,EBIS,L,19,33,
FireRoadSite,6/22/12,62,18,W,1,DFUS,J,18,36,
FireRoadSite,6/22/12,63,19,B,1,DMON,J,36,42,regenerating tail
FireRoadSite,6/22/12,64,18,B,2,DFUS,J,25,53,
FireRoadSite,6/22/12,65,21,W,1,EBIS,L,23,45,
FireRoadSite,6/22/12,66,21,W,3,EBIS,L,16,32,
FireRoadSite,6/22/12,67,21,W,3,EBIS,L,23,46,
FireRoadSite,6/22/12,68,22,W,2,EBIS,L,19,38,
FireRoadSite,6/22/12,69,23,W,3,EBIS,L,25,50,
FireRoadSite,6/22/12,70,22,W,2,DFUS,J,17,33,
FireRoadSite,6/22/12,71,22,W,2,EBIS,L,19,38,
FireRoadSite,6/22/12,72,23,W,2,DFUS,J,15,23,
FireRoadSite,6/22/12,73,21,W,2,EBIS,L,18,33,
FireRoadSite,6/22/12,74,21,W,3,EBIS,L,19,32,
FireRoadSite,6/22/12,75,22,W,2,EBIS,L,22,42,
FireRoadSite,6/22/12,76,22,W,2,EBIS,L,23,45,
FireRoadSite,6/22/12,77,23,W,3,EBIS,L,28,56,
FireRoadSite,6/22/12,78,19,B,3,DFUS,J,32,66,
FireRoadSite,6/22/12,79,15,W,3,GPOR,L,33,60,
FireRoadSite,6/22/12,80,14,W,3,EBIS,L,16,29,
FireRoadSite,6/22/12,81,14,W,3,EBIS,L,16,29,
FireRoadSite,6/22/12,82,12,W,3,GPOR,L,44,77,
FireRoadSite,6/22/12,83,12,W,3,EBIS,L,16,25,
FireRoadSite,6/22/12,84,0,B,3,DFUS,J,17,33,
FireRoadSite,6/22/12,85,6,B,3,DFUS,J,17,35,
FireRoadSite,6/22/12,86,4,W,3,EBIS,L,23,46,
PR300,6/25/12,1,11,W,1,DFUS,J,17,36,"no black on toes, 5 sets of spots, spots go 3/4 the way down tail"
PR300,6/25/12,2,14,B,1,DMON,A,60,80,half of tail gone
PR300,6/25/12,3,4,W,1,DMON,J,30,57,
PR300,6/25/12,4,4,W,1,DMON,J,24,45,
PR300,6/25/12,5,10,W,1,DFUS,J,17,39,
PR300,6/25/12,6,3,W,1,EBIS,A,37,81,
PR300,6/25/12,7,9,W,2,DFUS,J,32,74,
PR300,6/25/12,8,2,W,2,DFUS,J,12,24,
PR150,6/25/12,1,17,B,1,DFUS,J,16,30,
PR150,6/25/12,2,18,W,1,DMON,A,58,110.3,
PR150,6/25/12,3,3,W,1,DFUS,J,13,22,
PR150,6/25/12,4,11,W,2,DFUS,J,17,30,
PR150,6/25/12,5,16,W,1,DFUS,J,14,32,
PR150,6/25/12,6,10,W,1,DMON,J,33,67,
PR150,6/25/12,7,10,W,1,DMON,A,42,95,
PR150,6/25/12,8,11,W,1,DMON,J,26,58,
PR150,6/25/12,9,11,W,1,DFUS,J,14,30,
PR150,6/25/12,10,11,W,1,DMON,J,25,45,regenerated tail tip
PR150,6/25/12,11,10,W,1,DMON,J,24,51,
PR150,6/25/12,12,18,W,1,DFUS,J,15,32,
PR150,6/25/12,13,11,W,1,DFUS,J,15,29,
PR150,6/25/12,14,3,W,1,DFUS,J,27,46,tip of tail missing
PR150,6/25/12,15,1,W,1,DFUS,J,15,21,tail regenerating
PR150,6/25/12,16,10,W,1,EBIS,L,21,40,
PR150,6/25/12,17,10,W,1,EBIS,L,20,44,
PR150,6/25/12,18,9,W,1,DFUS,A,35,71,
PR150,6/25/12,19,10,W,1,EBIS,L,14,31,
PR150,6/25/12,20,20,W,1,EBIS,L,19,34,
PR150,6/25/12,21,16,W,1,EBIS,L,20,36,
PR150,6/25/12,22,10,W,1,EBIS,L,20,38,
PR150,6/25/12,23,22,W,1,DMON,J,23,58,
PR150,6/25/12,24,10,W,1,DMON,J,24,53,
PR150,6/25/12,25,11,W,1,DFUS,J,22,41,
PR150,6/25/12,26,4,W,1,EBIS,L,21,39,
PR150,6/25/12,27,11,W,1,EBIS,L,21,45,
PR150,6/25/12,28,4,W,1,EBIS,L,21,39,
PR150,6/25/12,29,16,W,2,DFUS,J,14,31,
PR150,6/25/12,30,16,W,2,DFUS,J,14,31,
PR150,6/25/12,31,17,W,2,DFUS,J,18,37,
PR150,6/25/12,32,10,W,1,EBIS,L,14,27,
PR150,6/25/12,33,18,W,1,EBIS,L,17,32,
PR150,6/25/12,34,16,W,2,DFUS,J,23,52,
PR150,6/25/12,35,17,W,1,EBIS,L,16,32,
PR150,6/25/12,36,9,W,1,EBIS,L,20,37,
PR150,6/25/12,37,10,W,1,DMON,A,42,91,
PR150,6/25/12,28,11,W,1,DFUS,J,14,31,front left foot missing at ankle joint
PR150,6/25/12,29,17,W,1,GPOR,L,47,83,
PR150,6/25/12,30,13,W,1,EBIS,L,21,41,
PR150,6/25/12,31,13,W,1,DFUS,J,14,31,
PR150,6/25/12,32,13,W,1,DFUS,J,14,29,
PR150,6/25/12,33,10,W,1,DFUS,J,23,39,
PR150,6/25/12,34,1,W,1,EBIS,L,20,41,
PR150,6/25/12,35,11,W,1,EBIS,L,19,37,
PR150,6/25/12,36,3,W,2,EBIS,L,18,33,
PR150,6/25/12,37,9,W,2,EBIS,L,21,45,
PR150,6/25/12,38,11,W,2,EBIS,L,18,36,
PR150,6/25/12,39,7,W,2,EBIS,L,20,40,
PR150,6/25/12,40,6,W,1,EBIS,L,24,42,
PR150,6/25/12,41,17,W,2,EBIS,L,15,31,
PR150,6/25/12,42,9,W,2,DFUS,J,14,31,
PR150,6/25/12,43,9,W,2,EBIS,L,16,36,
PR150,6/25/12,44,14,B,1,DMON,A,46,87,
PR150,6/25/12,45,19,B,2,DFUS,A,42,81,
PR150,6/25/12,46,13,W,1,DFUS,J,13,28,
PR150,6/25/12,47,16,W,2,EBIS,L,16,35,
PR150,6/25/12,48,10,W,2,EBIS,L,18,36,
PR150,6/25/12,49,11,W,2,EBIS,L,24,43,
PR150,6/25/12,50,8,W,1,GPOR,L,42,80,
PR150,6/25/12,51,6,W,2,EBIS,L,16,35,
PR150,6/25/12,52,11,W,2,EBIS,L,20,43,
PR150,6/25/12,53,11,W,2,EBIS,L,21,45,
PR150,6/25/12,54,11,W,2,EBIS,L,21,42,
PR150,6/25/12,55,11,W,2,EBIS,L,20,37,
PR150,6/25/12,56,10,W,2,EBIS,L,22,45,
PR150,6/25/12,57,10,W,2,EBIS,L,19,37,
PR150,6/25/12,58,10,W,2,EBIS,L,16,33,
PR150,6/25/12,59,4,W,1,EBIS,L,18,37,
PR150,6/25/12,60,16,W,3,DFUS,J,24,52,
PR150,6/25/12,61,16,W,3,DFUS,J,14,32,
PR150,6/25/12,62,16,W,3,EBIS,L,16,29,
PR150,6/25/12,63,10,W,3,DMON,J,29,64,
PR150,6/25/12,64,14,W,2,EBIS,L,20,39,
PR150,6/25/12,65,14,W,2,GPOR,L,45,80,
PR150,6/25/12,66,13,W,2,EBIS,L,22,45,
PR150,6/25/12,67,14,W,2,EBIS,L,15,31,
